code,name_english,description_english,name_french,description_french
13-1081,Logisticians,"Analyze and coordinate the ongoing logistical functions of a firm or organization. Responsible for the entire life cycle of a product, including acquisition, distribution, internal allocation, delivery, and final disposal of resources. Excludes ""Transportation, Storage, and Distribution Managers"" (11-3071) and ""Project Management Specialists"" (13-1082).",Logisticiens,"Analyser et coordonner les fonctions logistiques continues d'une entreprise ou d'une organisation. Responsable de l'ensemble du cycle de vie d'un produit, y compris l'acquisition, la distribution, l'allocation interne, la livraison et l'élimination finale des ressources. Exclut les « gestionnaires du transport, de l'entreposage et de la distribution » (11-3071) et les « spécialistes en gestion de projet » (13-1082)."
13-1082,Project Management Specialists,"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer. Excludes ""Management Occupations"" (11-0000), ""Logisticians"" (13-1081), ""Meeting, Convention, and Event Planners"" (13-1121), and ""Production, Planning, and Expediting Clerks"" (43-5061).",Spécialistes en gestion de projet,"Analyser et coordonner le calendrier, l'échéancier, l'approvisionnement, la dotation en personnel et le budget d'un produit ou d'un service par projet. Diriger et guider le travail du personnel technique. Peut servir de point de contact pour le client ou le client. Exclut les « professions de gestion » (11-0000), les « logisticiens » (13-1081), les « planificateurs de réunions, de congrès et d'événements » (13-1121) et les « commis à la production, à la planification et à l'accélération » (43-5061)."
13-111,Management Analysts,,Analystes de gestion,
13-1111,Management Analysts,"Conduct organizational studies and evaluations, design systems and procedures, conduct work simplification and measurement studies, and prepare operations and procedures manuals to assist management in operating more efficiently and effectively. Includes program analysts and management consultants. Excludes ""Computer Systems Analysts"" (15-1211) and ""Operations Research Analysts"" (15-2031).",Analystes de gestion,"Mener des études et des évaluations organisationnelles, concevoir des systèmes et des procédures, mener des études de simplification du travail et de mesure, et préparer des manuels d'opérations et de procédures pour aider la direction à fonctionner de manière plus efficiente et efficace. Comprend des analystes de programme et des consultants en gestion. Exclut les « analystes de systèmes informatiques » (15-1211) et les « analystes de recherche opérationnelle » (15-2031)."
13-112,"Meeting, Convention, and Event Planners",,"Planificateurs de réunions, de congrès et d'événements",
13-1121,"Meeting, Convention, and Event Planners","Coordinate activities of staff, convention personnel, or clients to make arrangements for group meetings, events, or conventions.","Planificateurs de réunions, de congrès et d'événements","Coordonner les activités du personnel, du personnel du congrès ou des clients pour prendre des dispositions pour les réunions de groupe, les événements ou les congrès."
13-113,Fundraisers,,Collectes de fonds,
13-1131,Fundraisers,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",Collectes de fonds,"Organiser des activités pour amasser des fonds ou autrement solliciter et recueillir des dons en argent ou d'autres dons pour un organisme. Peut concevoir et produire du matériel promotionnel. Peut également sensibiliser le public au travail, aux objectifs et aux besoins financiers de l'organisation."
13-114,"Compensation, Benefits, and Job Analysis Specialists",,"Spécialistes de la rémunération, des avantages sociaux et de l'analyse des emplois",
13-1141,"Compensation, Benefits, and Job Analysis Specialists","Conduct programs of compensation and benefits and job analysis for employer. May specialize in specific areas, such as position classification and pension programs.","Spécialistes de la rémunération, des avantages sociaux et de l'analyse des emplois","Mener des programmes de rémunération et d'avantages sociaux et une analyse de l'emploi pour l'employeur. Peut se spécialiser dans des domaines spécifiques, tels que la classification des postes et les programmes de retraite."
13-115,Training and Development Specialists,,Spécialistes de la formation et du perfectionnement,
13-1151,Training and Development Specialists,"Design or conduct work-related training and development programs to improve individual skills or organizational performance. May analyze organizational training needs or evaluate training effectiveness. Excludes ""Career/Technical Education Teachers, Postsecondary"" (25-1194) and ""Other Teachers and Instructors"" (25-3000). Flight instructors are included with ""Aircraft Pilots and Flight Engineers"" (53-2010).",Spécialistes de la formation et du perfectionnement,"Concevoir ou mener des programmes de formation et de perfectionnement liés au travail afin d'améliorer les compétences individuelles ou le rendement organisationnel. Peut analyser les besoins de formation organisationnels ou évaluer l'efficacité de la formation. Exclut « Enseignants de l'enseignement professionnel et technique, postsecondaire » (25-1194) et « Autres enseignants et instructeurs » (25-3000). Les instructeurs de vol sont inclus dans « Pilotes d'aéronefs et mécaniciens de vol » (53-2010)."
