code,name_english,name_french
51-5112,Web Press Operator,Opérateur de presse Web
51-5113,Bookbinder,Relieur
51-5113,Bookbinding Machine Operator,Opérateur de machine de reliure
51-6011,Laundry Attendant,Préposé à la blanchisserie
51-6011,Laundry Equipment Operator,Opérateur d'équipement de blanchisserie
51-6011,Laundry Sorter,Trieur de linge
51-6021,Clothes Ironer,Repasseur de vêtements
51-6021,Pants Presser,Presse pantalon
51-6021,Wool Presser,Presse à laine
51-6031,Blind Stitch Machine Operator,Opérateur de machine à coudre aveugle
51-6031,Button Sewing Machine Operator,Opérateur de machine à coudre à boutons
51-6031,Custom T-Shirt Embroidery Machine Operator,Opérateur de machine à broder de t-shirt personnalisé
51-6041,Cobbler,Cordonnier
51-6041,Saddle Maker,Sellier
51-6041,Shoe Repairer,Cordonnier
51-6041,Shoemaker,Cordonnier
51-6042,Arch Cushion Press Operator,Arch Cushion Press Opérateur
51-6042,Lasting Machine Operator,Opérateur de machine durable
51-6042,Rasper Machine Operator,Opérateur de machine Rasper
51-6051,Hand Quilter,Quilter à main
51-6051,Hand Stitcher,Couture à la main
51-6052,Alterations Tailor,Modifications Tailor
51-6052,Coat Maker,Fabricant de manteaux
51-6052,Vest Maker,Fabricant de gilets
51-6061,Cloth Dyer,Teinture en tissu
51-6061,Rug Dyer,Teinturier de tapis
51-6061,Skein Yarn Dyer,Teinturier en fil d'écheveau
51-6062,Canvas Cutter,Coupe-toile
51-6062,Industrial Fabric Cutter,Coupe-tissu industriel
51-6062,Welt Trimming Machine Operator,Opérateur de machine de découpe Welt
51-6063,Crochet Machine Operator,Opérateur de machine à crochet
51-6063,Jacquard Loom Weaver,Jacquard Loom Tisserand
51-6063,Looping Machine Operator,Opérateur de machine en boucle
51-6064,Rope Machine Setter,Régleur de machines à cordes
51-6064,Silk Winding Machine Operator,Opérateur de machine d'enroulement de soie
51-6091,Fiber Machine Tender,Appel d'offres pour machine à fibre optique
51-6091,Synthetic Filament Extruder,Extrudeuse de filament synthétique
51-6092,Clothing Patternmaker,Modéliste de vêtements
51-6092,Embroidery Patternmaker,Broderie Modéliste
51-6092,Fabric Pattern Grader,Niveleuse à motifs de tissu
51-6093,Aircraft Seat Upholsterer,Tapissier de siège d'avion
51-6093,Furniture Upholsterer,Tapissier de meubles
51-6099,Apparel Embroidery Digitizer,Numériseur de broderie de vêtements
51-6099,Feltmaker,Feutre
51-6099,Hat Blocking Machine Operator,Opérateur de machine de blocage de chapeau
51-7011,Cabinet Builder,Constructeur d'armoires
51-7011,Marquetry Worker,Ouvrier marqueterie
51-7011,Wood Furniture Assembler,Assembleur de meubles en bois
51-7021,Furniture Sander,Ponceuse à meubles
51-7021,Piano Refinisher,Finition de piano
51-7021,Wood Cabinet Finisher,Finisseur d'armoire en bois
51-7031,Architectural Wood Model Maker,Modéliste architectural en bois
51-7032,Wood Die Maker,Fabricant de matrices en bois
51-7041,Buzzsaw Operator,Opérateur Buzzsaw
51-7041,Circle Saw Operator,Opérateur de scie circulaire
51-7041,Rip Saw Operator,Opérateur de scie à déchirer
51-7041,Trim Saw Operator,Opérateur de scie de coupe
51-7042,Wood Dowel Machine Operator,Opérateur de machine à chevilles à bois
51-7042,Wood Lathe Operator,Opérateur de tour à bois
51-7042,Wood Planer,Raboteuse à bois
51-7099,Pole Framer,Encadreur de poteau
51-7099,Wood Carver,Sculpteur sur bois
51-7099,Wood Casket Assembler,Assembleur de cercueils en bois
51-8011,Nuclear Control Room Operator,Opérateur de la salle de contrôle nucléaire
51-8011,Nuclear Reactor Operator,Exploitant d'un réacteur nucléaire
51-8011,Nuclear Station Operator,Exploitant de centrale nucléaire
51-8012,Steam Plant Control Room Operator,Opérateur de la salle de contrôle de la centrale à vapeur
51-8012,Substation Operator,Opérateur de sous-station
51-8013,Hydroelectric Plant Operator,Exploitant de centrale hydroélectrique
51-8013,Powerhouse Operator,Opérateur de centrale électrique
51-8021,Boiler Engineer,Ingénieur chaudière
51-8021,Boiler Room Operator,Opérateur de chaufferie
51-8021,Heating,Chauffage
51-8021,Ventilation,Ventilation
51-8021,and Air Conditioning (HVAC) Mechanic Boiler Operator,et opérateur de chaudière mécanicien de climatisation (CVC)
51-8031,Liquid Waste Treatment Plant Operator,Exploitant d'une usine de traitement des déchets liquides
51-8031,Sewage Plant Operator,Opérateur de station d'épuration
51-8091,Nitric Acid Plant Operator,Opérateur d'usine d'acide nitrique
51-8091,Pharmaceutical Manufacturing Machine Operator,Opérateur de machine de fabrication pharmaceutique
51-8092,Gas Controller,Contrôleur de gaz
51-8092,Gas Plant Dispatcher,Répartiteur d'usine à gaz
51-8093,Hydrotreater Operator,Opérateur d'hydrotraitement
51-8093,Oil Pipeline Operator,Exploitant d'oléoduc
51-8093,Oil Refiner,Raffineur de pétrole
51-8099,Asphalt Plant Operator,Opérateur d'usine d'asphalte
51-8099,Concrete Batch Plant Operator,Opérateur d'usine de béton par lots
51-8099,Lime Filter Operator,Opérateur de filtre à chaux
51-9011,Acid Purification Equipment Operator,Opérateur d'équipement de purification d'acide
51-9011,Chemical Process Equipment Operator,Opérateur d'équipement de procédé chimique
51-9012,Brewmaster,Maître brasseur
51-9012,Fermentation Operator,Opérateur de fermentation
51-9012,Pasteurizer,Pasteurisateur
51-9021,Beveling and Edging Machine Operator,Opérateur de machine de biseautage et de bordure
51-9021,Industrial Coffee Grinder,Moulin à café industriel
51-9021,Marble and Granite Polisher,Polisseur de marbre et de granit
51-9021,Pulverizer Operator,Opérateur de pulvérisateur
51-9022,Hand Buffer,Tampon pour les mains
51-9022,Hand Sander,Ponceuse à main
51-9022,Jewelry Polisher,Polisseur de bijoux
51-9022,Knife Grinder,Broyeur de couteaux
51-9023,Asphalt Blender,Mélangeur d'asphalte
51-9023,Clay Mixer,Mélangeur d'argile
51-9023,Ink Blender,Mélangeur d'encre
51-9031,Fur Trimmer,Tondeuse à fourrure
51-9031,Hand Cloth Cutter,Coupe-tissu à main
51-9032,Glass Cutting Machine Operator,Opérateur de machine de découpe de verre
51-9032,Insulation Cutter,Coupe-isolant
51-9032,Rubber Trimmer,Tondeuse en caoutchouc
51-9041,Brick Maker,Fabricant de briques
51-9041,Rubber Extrusion Operator,Opérateur d'extrusion de caoutchouc
51-9041,Sugar Presser,Presse à sucre
51-9051,Lime Kiln Operator,Opérateur de four à chaux
51-9051,Lumber Kiln Operator,Opérateur de four à bois
51-9051,Rubber Curer,Durcisseur de caoutchouc
51-9061,Machined Parts Quality Inspector,Inspecteur qualité des pièces usinées
51-9061,Petroleum Sampler,Échantillonneur de pétrole
51-9071,Diamond Setter,Diamond Setter
51-9071,Gemologist,Gemmologue
51-9071,Goldsmith,Orfèvre
51-9081,Crown and Bridge Technician,Technicien de couronne et de pont
51-9081,Dental Ceramist,Céramiste dentaire
51-9081,Orthodontic Technician,Technicien en orthodontie
51-9082,Brace Maker,Fabricant d'orthèses
51-9082,Manufacturing Orthopedic Technologist,Technologue orthopédique de fabrication
51-9082,Orthotics Technician,Technicien en orthèses
51-9082,Prosthetics Technician,Technicien en prothèses
51-9083,Eyeglass Maker,Fabricant de lunettes
51-9083,Lens Grinder,Broyeur de lentilles
51-9083,Precision Lens Centerer and Edger,Centreur d'objectif de précision et Edger
51-9111,Bottle Capper,Bouchon de bouteille
51-9111,Keg Filler,Remplisseur de fût
51-9111,Potato Chip Packaging Machine Operator,Opérateur de machine d'emballage de croustilles
51-9123,Ceramic Painter,Peintre céramiste
51-9123,China Decorator,Décorateur Chine
51-9123,Sign Painter,Peintre d'enseignes
51-9124,Auto Painter,Peintre automobile
51-9124,Electrostatic Paint Operator,Opérateur de peinture électrostatique
51-9124,Lacquer Spray Booth Operator,Opérateur de cabine de pulvérisation de laque
51-9124,Railroad Car Painter,Peintre de wagons de chemin de fer
51-9141,Electronic Semiconductor Processor,Processeur électronique à semi-conducteurs
51-9141,Semiconductor Assembler,Assembleur de semi-conducteurs
51-9141,Wafer Fabricator,Fabricant de plaquettes
51-9151,Digital Photo Printer,Imprimante photo numérique
51-9151,Photo Lab Specialist,Spécialiste du laboratoire photo
51-9151,Photo Retoucher,Retoucheur photo
51-9161,Computer Numerically Controlled (CNC) Machinist,Machiniste à commande numérique par ordinateur (CNC)
51-9161,Computer Numerically Controlled (CNC) Milling Machine Operator,Opérateur de fraiseuse à commande numérique par ordinateur (CNC)
51-9161,Computer Numerically Controlled (CNC) Shot Peening Operator,Opérateur de grenaillage à commande numérique (CNC) par ordinateur
51-9161,Jig Boring Machine Operator,Opérateur de la machine d'alésage Jig
51-9161,Welding Robot Operator,Opérateur de robot de soudage
51-9162,Computer Numerically Controlled (CNC) Programmer,Programmeur à commande numérique par ordinateur (CNC)
51-9162,Numerical Control Programmer,Programmeur à commande numérique
51-9162,Numerical Tool Programmer,Programmeur d'outils numériques
51-9191,Glue Line Operator,Opérateur de ligne de colle
51-9191,Glue Reel Operator,Opérateur de bobine de colle
51-9191,Paper Gluing Operator,Opérateur de collage de papier
51-9192,Acid Dipper,Dipper acide
51-9192,Degreaser Operator,Opérateur de dégraissant
51-9192,Immersion Metal Cleaner,Nettoyant pour métaux par immersion
51-9193,Chiller Tender,Tender refroidisseur
51-9193,Refrigerating Machine Operator,Opérateur de machine frigorifique
51-9194,Glass Etcher,Graveur de verre
51-9194,Metal Engraver,Graveur sur métal
51-9195,Cigar Roller,Rouleau à cigares
51-9195,Glass Blower,Souffleur de verre
51-9195,Neon Tube Bender,Cintre à tube néon
51-9196,Box Fabricator,Fabricant de boîtes
51-9196,Carton Making Machine Operator,Opérateur de machine de fabrication de carton
51-9196,Corrugator Operator,Opérateur d'ondulation
51-9197,Auto Tire Recapper,Récapitulatif automatique des pneus
51-9197,Retreader,Rechapeur
51-9197,Tire Molder,Mouleur de pneus
51-9198,Blending Tank Helper,Aide au réservoir de mélange
51-9198,Commercial Baker Helper,Aide boulanger commercial
51-9198,Welder Helper,Aide soudeur
53-1041,Air Cargo Ground Crew Supervisor,Superviseur de l'équipage au sol du fret aérien
53-1041,Air Cargo Ground Operations Supervisor,Superviseur des opérations au sol du fret aérien
53-1041,Airport Ramp Supervisor,Superviseur de la rampe d'aéroport
53-1042,Material Handling Crew Supervisor,Superviseur de l'équipe de manutention
53-1042,Warehouse Supervisor,Superviseur d'entrepôt
53-1043,Crane Crew Supervisor,Superviseur d'équipage de grue
53-1043,Truck Driver Supervisor,Superviseur de camionneur
53-1044,Chief Ship Steward,Intendant en chef des navires
53-1044,Flight Service Manager,Gestionnaire de service de vol
53-1049,Gas Station Supervisor,Superviseur de station-service
53-2011,Airline Captain,Capitaine de compagnie aérienne
53-2011,Airline Pilot In Command,Pilote de ligne aux commandes
53-2011,Charter Pilot (Air Transport Pilot Certificate Required),Pilote nolisé (certificat de pilote de transport aérien requis)
53-2011,Charter Pilot (Airline),Pilote charter (compagnie aérienne)
53-2012,Aerial Crop Duster,Dépoussiéreur aérien
53-2012,Charter Pilot (Commercial Pilot Certificate Required),Pilote affrété (certificat de pilote professionnel requis)
53-2012,Flight Instructor (Commercial Pilots),Instructeur de vol (pilotes professionnels)
53-2012,Helicopter Pilot,Pilote d'hélicoptère
53-2021,Air Traffic Control Operator,Opérateur de contrôle de la circulation aérienne
53-2021,Control Tower Operator,Opérateur de tour de contrôle
53-2021,Enroute Controller,Contrôleur en route
53-2022,Aviation Operations Specialist,Spécialiste des opérations aériennes
53-2022,Flight Operations Coordinator,Coordonnatrice des opérations aériennes
53-2031,Airline Flight Attendant,Agent de bord de la compagnie aérienne
53-2031,Airplane Flight Attendant,Agent de bord d'avion
53-3011,Emergency Medical Services (EMS) Driver,Chauffeur des services médicaux d'urgence (SMU)
53-3031,Newspaper Delivery Driver,Livreur de journaux
53-3031,Pizza Delivery Driver,Livreur de pizza
53-3031,Route Salesperson,Vendeur d'itinéraire
53-3032,Auto Carrier Driver,Conducteur de transporteur automatique
53-3032,Cement Truck Driver,Chauffeur de camion de ciment
53-3032,Dump Truck Driver,Chauffeur de camion à benne basculante
53-3032,Garbage Truck Driver,Chauffeur de camion à ordures
53-3033,Grocery Light Truck Driver,Chauffeur de camion léger d'épicerie
53-3033,Parcel Truck Driver,Chauffeur de camion de colis
53-3051,School Bus Operator,Opérateur d'autobus scolaires
53-3051,Special Education Bus Driver,Chauffeur d'autobus pour l'éducation de l'enfance en difficulté
53-3052,Motor Coach Bus Driver,Chauffeur d'autocar
53-3052,Public Transit Bus Driver,Chauffeur d'autobus de transport en commun
53-3053,Airport Shuttle Driver,Chauffeur de navette aéroport
53-3053,Courtesy Van Driver,Avec l'aimable autorisation de Van Driver
53-3053,Hotel Shuttle Driver,Chauffeur de navette de l'hôtel
53-3053,Nonemergency Medical Transporter,Transporteur médical non urgent
53-3054,Cab Driver,Chauffeur de taxi
53-3054,Rideshare Cab Driver,Chauffeur de taxi de covoiturage
53-3099,Ice-Resurfacing Machine Operators,Opérateurs de machines de resurfaçage de glace
53-3099,Motorcycle Deliverer,Livreur de moto
53-3099,Street Cleaning Equipment Operator,Opérateur d'équipement de nettoyage des rues
53-4011,Railroad Engineer,Ingénieur ferroviaire
53-4011,Train Engineer,Ingénieur de train
53-4013,Coal Tram Driver,Conducteur de tramway à charbon
53-4013,Railcar Switcher,Aiguilleur d'autorail
53-4022,Diesel Locomotive Firer,Diesel Locomotive Firer
53-4022,Dinkey Engine Firer,Dinkey Engine Firer
53-4022,Railway Switch Operator,Opérateur d'aiguillage ferroviaire
53-4022,Switch Coupler,Coupleur de commutation
53-4022,Train Brake Operator,Opérateur de frein de train
53-4031,Freight Conductor,Conducteur de fret
53-4031,Yard Conductor,Conducteur de cour
53-4041,Light Rail Transit Operator,Exploitant de train léger sur rail
53-4041,Tram Operator,Opérateur de tramway
53-4041,Trolley Car Operator,Opérateur de chariot
53-4099,Railway Equipment Operator,Opérateur de matériel ferroviaire
53-4099,Retarder Operator,Opérateur de ralentisseur
53-4099,Transfer Table Operator,Opérateur de table de transfert
53-5011,Deckhand,Matelot
53-5011,Merchant Mariner,Marin marchand
53-5021,Barge Captain,Capitaine de barge
53-5021,First Mate,Premier compagnon
53-5021,Harbor Pilot,Pilote de port
53-5021,Port Captain,Capitaine de port
53-5022,Launch Operator,Opérateur de lancement
53-5022,Speedboat Operator,Opérateur de hors-bord
53-5022,Water Taxi Operator,Opérateur de bateau-taxi
53-5031,Barge Engineer,Ingénieur Barge
53-5031,Ferry Engineer,Ingénieur Ferry
53-5031,Tugboat Engineer,Ingénieur remorqueur
53-6011,Lighthouse Keeper,Gardien de phare
53-6011,Lock and Dam Operator,Opérateur d'écluse et de barrage
53-6021,Parking Ramp Attendant,Préposé à la rampe de stationnement
53-6021,Valet Parker,Valet Parker
53-6031,Gas and Oil Servicer,Service de gaz et de pétrole
53-6031,Gas Pump Attendant,Préposé à la pompe à essence
53-6031,Service Station Attendant,Préposé à la station-service
53-6032,Aircraft De-Icer,Dégivreur d'aéronefs
53-6032,Aircraft Refueler,Ravitailleur d'aéronefs
53-6032,Airplane Refueler,Ravitailleur d'avion
53-6041,Highway Traffic Control Technician,Technicien en contrôle de la circulation routière
53-6041,Traffic Signal Technician,Technicien en feux de circulation
53-6041,Transportation Technician,Technicien en transport
53-6051,Aircraft Inspector,Inspecteur d'aéronefs
53-6051,Motor Vehicle Emissions Inspector,Inspecteur des émissions des véhicules automobiles
53-6051,Railroad Car Inspector,Inspecteur de wagons de chemin de fer
53-6061,Ship Steward,Intendant de navire
53-6061,Train Attendant,Préposé au train
53-6099,Rickshaw Driver,Conducteur de pousse-pousse
53-7011,Conveyor Belt Operator,Opérateur de bande transporteuse
53-7011,Grain Elevator Operator,Opérateur d'élévateur à grains
53-7021,Boom Crane Operator,Opérateur de grue à flèche
53-7021,Cherry Picker Operator,Opérateur Cherry Picker
53-7021,Coal Tower Operator,Opérateur de tour de charbon
53-7031,Dredger,Dragueur
53-7041,Winch Derrick Operator,Opérateur de treuil Derrick
53-7051,Forklift Operator,Opérateur de chariot élévateur
53-7051,Stacker Operator,Opérateur d'empilage
53-7061,Aircraft Cleaner,Nettoyeur d'aéronefs
53-7061,Auto Detailer,Dessinateur automatique
53-7061,Car Wash Attendant,Préposé au lavage de voiture
53-7062,Cargo Handler,Manutentionnaire de fret
53-7062,Wharf Laborer,Ouvrier de quai
53-7063,Hopper Filler,Remplisseuse de trémie
53-7063,Spinning Doffer,Spinning Doffer
53-7064,Egg Packer,Emballeur d'œufs
53-7064,Gift Wrapper,Emballage cadeau
53-7064,Grocery Store Bagger,Ensacheuse d'épicerie
53-7065,Night Stocker,Stocker de nuit
53-7065,Store Stocker,Stocker de magasin
53-7065,Warehouse Stocker,Entrepôt Stocker
53-7071,Butane Compressor Operator,Opérateur de compresseur de butane
53-7071,Gas Cylinder Processor,Processeur de bouteilles de gaz
53-7071,Liquid Natural Gas Plant Operator,Exploitant d'une usine de gaz naturel liquéfié
53-7072,Brewery Pumper,Pompeur de brasserie
53-7072,Fluid Pump Operator,Opérateur de pompe à fluide
53-7073,Oil Well Pumper,Pompeur de puits de pétrole
53-7081,Garbage Collector,Éboueur
53-7081,Recyclable Materials Collector,Collecteur de matériaux recyclables
53-7081,Trash Collector,Collecteur de déchets
53-7121,Barge Loader,Chargeur de barge
53-7121,Rail Car Loader,Chargeur de wagons
53-7121,Ship Unloader,Déchargeur de navire
53-7199,Bulldozer Operator,Opérateur de bulldozer
53-7199,Freight Elevator Operator,Opérateur de monte-charge
53-7199,Shovel Operator,Opérateur de pelle
55-1011,Air Battle Manager,Gestionnaire de bataille aérienne
55-1011,Airdrop Systems Technician,Technicien en systèmes de largage
55-1011,Special Project Airborne Electronics Evaluator,Évaluateur de projets spéciaux Airborne Electronics
55-1012,Catapult And Arresting Gear Officer,Catapulte et officier d'équipement d'arrestation
55-1012,Flight Deck Officer,Officier de poste de pilotage
55-1012,Landing Signal Officer,Officier des signaux d'atterrissage
55-1013,Assault Amphibious Vehicle (AAV) Officer,Officier de véhicule amphibie d'assaut (AAV)
55-1013,Cavalry Officer,Officier de cavalerie
55-1013,Tank Officer,Officier de char
55-1014,Air Defense Artillery Officer,Officier d'artillerie de défense aérienne
55-1014,Naval Surface Fire Support Planner,Planificateur d'appui-feu naval de surface
55-1014,Targeting Acquisition Officer,Responsable de l'acquisition de ciblage
55-1015,Combat Information Center Officer,Officier du Centre d'information de combat
55-1015,Command And Control Officer,Officier de commandement et de contrôle
55-1015,Command And Control Systems Integrator,Intégrateur de systèmes de commande et de contrôle
55-1016,Infantry Weapons Officer,Officier d'armes d'infanterie
55-1017,Parachute/Combatant Diver Officer,Officier plongeur parachutiste/combattant
55-1017,Sea-Air-Land Officer,Officier mer-air-terre
55-1019,Chemical,Chimique
55-1019,Biological,Biologique
55-1019,Radiological,Radiologique
55-1019,And Nuclear (CBRN) Officer,Et officier nucléaire (CBRN)
55-1019,Joint Strategic Plans And Policy Officer,Agent conjoint des plans stratégiques et des politiques
55-1019,Special Technical Operations Officer,Agent des opérations techniques spéciales
55-2011,Airborne Mission Systems Superintendent,Surintendant des systèmes de mission aéroportés
55-2011,In-Flight Refueling Manager,Gestionnaire de ravitaillement en vol
55-2012,Armor Senior Sergeant,Sergent-chef de l'Armure
55-2012,Field Artillery Senior Sergeant,Sergent-chef de l'artillerie de campagne
55-2012,Infantry Unit Leader,Chef d'unité d'infanterie
55-2013,Command Post Superintendent,Surintendant du poste de commandement
55-2013,Intelligence Chief,Chef du renseignement
55-2013,Surface Ship USW Supervisor,Superviseur des usw de navires de surface
55-3011,Airborne And Air Delivery Specialist,Spécialiste de la livraison aéroportée et aérienne
55-3011,Aviation Electronic Warfare Operator,Opérateur de guerre électronique aéronautique
55-3011,In-Flight Refueling Craftsman,Artisan de ravitaillement en vol
55-3012,Aircraft Launch And Recovery Equipment Maintenance Technician,Technicien de maintenance de l'équipement de lancement et de récupération d'aéronefs
55-3012,C-13 Catapult Operator,Opérateur de catapulte C-13
55-3012,Expeditionary Airfield Systems Technician,Technicien en systèmes d'aérodrome expéditionnaire
55-3013,Assault Boat Coxswain,Bateau d'assaut Coxswain
55-3013,Bradley Linebacker Crewmember,Bradley Linebacker Membre d'équipage
55-3013,M1A1 Tank Crewman,M1A1 Matelot d'équipage de char
55-3014,Air And Missile Defense (AMD) Crewmember,Membre d'équipage de la défense aérienne et antimissile (AMD)
55-3014,Field Artillery Fire Control Man,Homme de contrôle de tir d'artillerie de campagne
55-3014,Gunner's Mate,Compagnon d'artillerie
55-3015,Air Defense Command,Commandement de la défense aérienne
55-3015,Control,Contrôle
55-3015,Communications,Communications
55-3015,Computers And Intelligence Tactical Operations Center,Centre d'opérations tactiques informatiques et de renseignement
55-3015,C2 Tactical Analysis Technician,C2 Technicien en analyse tactique
55-3015,Command Post Craftsman,Artisan du poste de commandement
55-3016,Infantryman,Fantassin
55-3016,Machine Gunner,Mitrailleur
55-3016,Mortarman,Mortier
55-3018,Combatant Swimmer (SEAL),Nageur combattant (SEAL)
55-3018,Pararescue Craftsman,Parasauveteur Artisan
55-3018,Special Forces Weapons Sergeant,Sergent d'armes des forces spéciales
55-3019,Electronic Warfare Specialist,Spécialiste de la guerre électronique
55-3019,Landing Support Specialist,Spécialiste de l'assistance à l'atterrissage
55-3019,Psychological Operations Specialist,Spécialiste des opérations psychologiques
